"LON","LAT","YEAR","MO","DY","HR","RH2M","T2M","PRECTOTCORR","city"
-84.5378,37.9731,2022,5,1,16,71.87,22.34,1.26,"Lexington"
-84.5378,37.9731,2022,5,1,17,62.22,23.22,0.21,"Lexington"
-84.5378,37.9731,2022,5,1,18,54.21,23.43,0.08,"Lexington"
-84.5378,37.9731,2022,5,1,19,50.88,23.18,0.02,"Lexington"
-84.5378,37.9731,2022,5,1,20,50.64,22.7,0.01,"Lexington"
-84.5378,37.9731,2022,5,1,21,52.56,22.13,0,"Lexington"
-84.5378,37.9731,2022,5,1,22,59.23,21.1,0,"Lexington"
-84.5378,37.9731,2022,5,1,23,70.39,19,0,"Lexington"
-84.5378,37.9731,2022,5,2,0,79.82,16.15,0,"Lexington"
-84.5378,37.9731,2022,5,2,1,83.24,14.83,0,"Lexington"
-84.5378,37.9731,2022,5,2,2,85.83,13.86,0,"Lexington"
-84.5378,37.9731,2022,5,2,3,88.61,12.95,0,"Lexington"
-84.5378,37.9731,2022,5,2,4,91.77,12.06,0,"Lexington"
-84.5378,37.9731,2022,5,2,5,96.37,11.16,0,"Lexington"
-84.5378,37.9731,2022,5,2,6,100,10.34,0,"Lexington"
-84.5378,37.9731,2022,5,2,7,100,9.61,0,"Lexington"
-84.5378,37.9731,2022,5,2,8,100,9.01,0.01,"Lexington"
-84.5378,37.9731,2022,5,2,9,100,8.89,0.01,"Lexington"
-84.5378,37.9731,2022,5,2,10,100,8.58,0.01,"Lexington"
-84.5378,37.9731,2022,5,2,11,98.81,9.81,0.03,"Lexington"
-84.5378,37.9731,2022,5,2,12,88.73,12.07,0,"Lexington"
-84.5378,37.9731,2022,5,2,13,71.63,15.32,0,"Lexington"
-84.5378,37.9731,2022,5,2,14,58.42,18.19,0,"Lexington"
-84.5378,37.9731,2022,5,2,15,54.78,19.73,0,"Lexington"
-84.5378,37.9731,2022,5,2,16,52.8,20.88,0,"Lexington"
-84.5378,37.9731,2022,5,2,17,51.1,21.81,0,"Lexington"
-84.5378,37.9731,2022,5,2,18,50.26,22.42,0,"Lexington"
-84.5378,37.9731,2022,5,2,19,51.19,22.49,0,"Lexington"
-84.5378,37.9731,2022,5,2,20,53.24,22.21,0,"Lexington"
-84.5378,37.9731,2022,5,2,21,56.42,21.77,0,"Lexington"
-84.5378,37.9731,2022,5,2,22,58.42,21.42,0,"Lexington"
-84.5378,37.9731,2022,5,2,23,62.74,20.25,0,"Lexington"
-84.5378,37.9731,2022,5,3,0,72.22,17.77,0,"Lexington"
-84.5378,37.9731,2022,5,3,1,79.24,16.29,0,"Lexington"
-84.5378,37.9731,2022,5,3,2,80.72,15.46,0,"Lexington"
-84.5378,37.9731,2022,5,3,3,82.49,14.72,0,"Lexington"
-84.5378,37.9731,2022,5,3,4,84.9,14.25,0.07,"Lexington"
-84.5378,37.9731,2022,5,3,5,86.59,14.32,4.99,"Lexington"
-84.5378,37.9731,2022,5,3,6,87.95,14.79,17.32,"Lexington"
-84.5378,37.9731,2022,5,3,7,89.39,15.08,12.36,"Lexington"
-84.5378,37.9731,2022,5,3,8,91.38,15.06,5.76,"Lexington"
-84.5378,37.9731,2022,5,3,9,93.21,15.02,1.05,"Lexington"
-84.5378,37.9731,2022,5,3,10,95.51,15.03,3.5,"Lexington"
-84.5378,37.9731,2022,5,3,11,95.66,15.55,1.63,"Lexington"
-84.5378,37.9731,2022,5,3,12,94.44,16.72,0.37,"Lexington"
-84.5378,37.9731,2022,5,3,13,93.81,18.06,5.42,"Lexington"
-84.5378,37.9731,2022,5,3,14,90.11,19.84,15.91,"Lexington"
-84.5378,37.9731,2022,5,3,15,83.1,22.14,8.18,"Lexington"
-84.5378,37.9731,2022,5,3,16,76.57,23.71,6.83,"Lexington"
-84.5378,37.9731,2022,5,3,17,71.51,24.76,5.39,"Lexington"
-84.5378,37.9731,2022,5,3,18,71.28,24.61,3.7,"Lexington"
-84.5378,37.9731,2022,5,3,19,72.01,24.69,3.76,"Lexington"
-84.5378,37.9731,2022,5,3,20,69.99,25.17,4.56,"Lexington"
-84.5378,37.9731,2022,5,3,21,72.82,24.42,6.02,"Lexington"
-84.5378,37.9731,2022,5,3,22,77.98,23.34,8.19,"Lexington"
-84.5378,37.9731,2022,5,3,23,82.86,22.16,15.87,"Lexington"
-84.5378,37.9731,2022,5,4,0,86.94,21.25,22.46,"Lexington"
-84.5378,37.9731,2022,5,4,1,92.19,20.6,24.6,"Lexington"
-84.5378,37.9731,2022,5,4,2,93.02,19.56,19.83,"Lexington"
-84.5378,37.9731,2022,5,4,3,90.33,17.39,7.5,"Lexington"
-84.5378,37.9731,2022,5,4,4,91.29,15.77,2.78,"Lexington"
-84.5378,37.9731,2022,5,4,5,92.75,15.02,1.27,"Lexington"
-84.5378,37.9731,2022,5,4,6,93.75,14.54,0.86,"Lexington"
-84.5378,37.9731,2022,5,4,7,95.09,13.81,0.59,"Lexington"
-84.5378,37.9731,2022,5,4,8,96.37,13.08,0.31,"Lexington"
-84.5378,37.9731,2022,5,4,9,96.56,12.59,0.28,"Lexington"
-84.5378,37.9731,2022,5,4,10,97.22,11.89,0.28,"Lexington"
-84.5378,37.9731,2022,5,4,11,94.64,12.36,0.24,"Lexington"
-84.5378,37.9731,2022,5,4,12,89.48,13.08,0.02,"Lexington"
-84.5378,37.9731,2022,5,4,13,83.29,14.01,0.03,"Lexington"
-84.5378,37.9731,2022,5,4,14,78.15,14.82,0.05,"Lexington"
-84.5378,37.9731,2022,5,4,15,75.02,15.48,0.04,"Lexington"
-84.5378,37.9731,2022,5,4,16,73.42,15.99,0.03,"Lexington"
-84.5378,37.9731,2022,5,4,17,72.55,16.25,0.01,"Lexington"
-84.5378,37.9731,2022,5,4,18,71.77,16.55,0.01,"Lexington"
-84.5378,37.9731,2022,5,4,19,71.33,16.75,0.01,"Lexington"
-84.5378,37.9731,2022,5,4,20,71.62,16.73,0.01,"Lexington"
-84.5378,37.9731,2022,5,4,21,72.17,16.57,0.01,"Lexington"
-84.5378,37.9731,2022,5,4,22,74.35,15.91,0.01,"Lexington"
-84.5378,37.9731,2022,5,4,23,80.45,15,0,"Lexington"
-84.5378,37.9731,2022,5,5,0,89.98,13.59,0,"Lexington"
-84.5378,37.9731,2022,5,5,1,93.4,12.51,0,"Lexington"
-84.5378,37.9731,2022,5,5,2,94.79,11.83,0,"Lexington"
-84.5378,37.9731,2022,5,5,3,96.95,11.12,0,"Lexington"
-84.5378,37.9731,2022,5,5,4,100,10.48,0,"Lexington"
-84.5378,37.9731,2022,5,5,5,100,9.69,0,"Lexington"
-84.5378,37.9731,2022,5,5,6,100,9.13,0.01,"Lexington"
-84.5378,37.9731,2022,5,5,7,100,8.83,0,"Lexington"
-84.5378,37.9731,2022,5,5,8,100,8.84,0,"Lexington"
-84.5378,37.9731,2022,5,5,9,100,8.66,0.01,"Lexington"
-84.5378,37.9731,2022,5,5,10,100,8.45,0.04,"Lexington"
-84.5378,37.9731,2022,5,5,11,99.47,9.95,0.05,"Lexington"
-84.5378,37.9731,2022,5,5,12,88.8,12.4,0.01,"Lexington"
-84.5378,37.9731,2022,5,5,13,78.85,15.23,0,"Lexington"
-84.5378,37.9731,2022,5,5,14,73.3,17.21,0,"Lexington"
-84.5378,37.9731,2022,5,5,15,70.15,18.64,0,"Lexington"
-84.5378,37.9731,2022,5,5,16,68.29,19.78,0,"Lexington"
-84.5378,37.9731,2022,5,5,17,66.57,20.81,0,"Lexington"
-84.5378,37.9731,2022,5,5,18,65.59,21.69,0,"Lexington"
-84.5378,37.9731,2022,5,5,19,64.86,22.3,0,"Lexington"
-84.5378,37.9731,2022,5,5,20,66.26,22.12,0.02,"Lexington"
-84.5378,37.9731,2022,5,5,21,69.58,21.85,0.06,"Lexington"
-84.5378,37.9731,2022,5,5,22,71.85,21.61,0.13,"Lexington"
-84.5378,37.9731,2022,5,5,23,82.9,20.12,0.25,"Lexington"
-84.5378,37.9731,2022,5,6,0,85.86,18.55,0.29,"Lexington"
-84.5378,37.9731,2022,5,6,1,86.61,18,0.34,"Lexington"
-84.5378,37.9731,2022,5,6,2,88.35,17.51,0.55,"Lexington"
-84.5378,37.9731,2022,5,6,3,90.48,16.92,1.1,"Lexington"
-84.5378,37.9731,2022,5,6,4,93.56,16.47,3.2,"Lexington"
-84.5378,37.9731,2022,5,6,5,94.85,16.35,3.92,"Lexington"
-84.5378,37.9731,2022,5,6,6,95.7,16.47,6.92,"Lexington"
-84.5378,37.9731,2022,5,6,7,96.83,16.67,8.12,"Lexington"
-84.5378,37.9731,2022,5,6,8,97.78,17.2,31.93,"Lexington"
-84.5378,37.9731,2022,5,6,9,99.37,16.9,40.41,"Lexington"
-84.5378,37.9731,2022,5,6,10,99.04,17.04,6.35,"Lexington"
-84.5378,37.9731,2022,5,6,11,98.21,17.5,1.14,"Lexington"
-84.5378,37.9731,2022,5,6,12,95.25,18.59,4.77,"Lexington"
-84.5378,37.9731,2022,5,6,13,91.09,19.04,4.95,"Lexington"
-84.5378,37.9731,2022,5,6,14,90.13,19.35,2.08,"Lexington"
-84.5378,37.9731,2022,5,6,15,87.55,19.8,3.31,"Lexington"
-84.5378,37.9731,2022,5,6,16,88.36,20.14,20.55,"Lexington"
-84.5378,37.9731,2022,5,6,17,88.76,20.67,112.1,"Lexington"
-84.5378,37.9731,2022,5,6,18,89.14,20.86,211.51,"Lexington"
-84.5378,37.9731,2022,5,6,19,88.82,20.67,128.62,"Lexington"
-84.5378,37.9731,2022,5,6,20,87.56,20.24,35.34,"Lexington"
-84.5378,37.9731,2022,5,6,21,85.2,19.88,8.63,"Lexington"
-84.5378,37.9731,2022,5,6,22,89.72,18.6,13.74,"Lexington"
-84.5378,37.9731,2022,5,6,23,93.72,17.35,16.73,"Lexington"
-84.5378,37.9731,2022,5,7,0,95.63,16.31,10.11,"Lexington"
-84.5378,37.9731,2022,5,7,1,97.33,15.87,6.74,"Lexington"
-84.5378,37.9731,2022,5,7,2,97.58,15.78,5.13,"Lexington"
-84.5378,37.9731,2022,5,7,3,97.62,15.58,3.88,"Lexington"
-84.5378,37.9731,2022,5,7,4,97.06,15.48,3.19,"Lexington"
-84.5378,37.9731,2022,5,7,5,96.82,15.01,2.37,"Lexington"
-84.5378,37.9731,2022,5,7,6,96.73,14.26,1.89,"Lexington"
-84.5378,37.9731,2022,5,7,7,96.74,13.6,1.55,"Lexington"
-84.5378,37.9731,2022,5,7,8,96.51,13.02,1.3,"Lexington"
-84.5378,37.9731,2022,5,7,9,96.42,12.31,1.05,"Lexington"
-84.5378,37.9731,2022,5,7,10,96.43,11.64,1.06,"Lexington"
-84.5378,37.9731,2022,5,7,11,95.64,11.27,0.99,"Lexington"
-84.5378,37.9731,2022,5,7,12,94.09,11.25,0.82,"Lexington"
-84.5378,37.9731,2022,5,7,13,92.1,11.62,0.66,"Lexington"
-84.5378,37.9731,2022,5,7,14,89.2,12.26,0.66,"Lexington"
-84.5378,37.9731,2022,5,7,15,85.5,12.97,1.13,"Lexington"
-84.5378,37.9731,2022,5,7,16,82.16,13.61,1.59,"Lexington"
-84.5378,37.9731,2022,5,7,17,79.86,13.98,1.68,"Lexington"
-84.5378,37.9731,2022,5,7,18,79.29,14.06,1.68,"Lexington"
-84.5378,37.9731,2022,5,7,19,78.13,14.37,1.67,"Lexington"
-84.5378,37.9731,2022,5,7,20,78.45,14.22,1.65,"Lexington"
-84.5378,37.9731,2022,5,7,21,79.23,14.13,1.21,"Lexington"
-84.5378,37.9731,2022,5,7,22,80.18,14.16,1.17,"Lexington"
-84.5378,37.9731,2022,5,7,23,84.59,13.69,1.64,"Lexington"
-84.5378,37.9731,2022,5,8,0,91.23,12.18,0.39,"Lexington"
-84.5378,37.9731,2022,5,8,1,93.73,10.73,0.15,"Lexington"
-84.5378,37.9731,2022,5,8,2,95.84,9.88,0.12,"Lexington"
-84.5378,37.9731,2022,5,8,3,96.83,9.27,0.03,"Lexington"
-84.5378,37.9731,2022,5,8,4,97.69,8.77,0.03,"Lexington"
-84.5378,37.9731,2022,5,8,5,99.18,8.21,0.03,"Lexington"
-84.5378,37.9731,2022,5,8,6,100,7.62,0.04,"Lexington"
-84.5378,37.9731,2022,5,8,7,100,7.14,0.06,"Lexington"
-84.5378,37.9731,2022,5,8,8,100,6.78,0.07,"Lexington"
-84.5378,37.9731,2022,5,8,9,100,6.48,0.11,"Lexington"
-84.5378,37.9731,2022,5,8,10,100,6.41,0.13,"Lexington"
-84.5378,37.9731,2022,5,8,11,96.43,7.71,0.12,"Lexington"
-84.5378,37.9731,2022,5,8,12,89.58,9.03,0.07,"Lexington"
-84.5378,37.9731,2022,5,8,13,79.64,11.13,0,"Lexington"
-84.5378,37.9731,2022,5,8,14,68.64,13.5,0,"Lexington"
-84.5378,37.9731,2022,5,8,15,63.35,15.43,0,"Lexington"
-84.5378,37.9731,2022,5,8,16,60.9,17.03,0,"Lexington"
-84.5378,37.9731,2022,5,8,17,59.06,18.37,0,"Lexington"
-84.5378,37.9731,2022,5,8,18,57.49,19.33,0,"Lexington"
-84.5378,37.9731,2022,5,8,19,56.71,19.87,0,"Lexington"
-84.5378,37.9731,2022,5,8,20,56.7,20,0,"Lexington"
-84.5378,37.9731,2022,5,8,21,58.96,19.44,0,"Lexington"
-84.5378,37.9731,2022,5,8,22,68.58,17.97,0,"Lexington"
-84.5378,37.9731,2022,5,8,23,80.94,16.5,0,"Lexington"
-84.5378,37.9731,2022,5,9,0,85.27,14.22,0,"Lexington"
-84.5378,37.9731,2022,5,9,1,86.49,12.91,0,"Lexington"
-84.5378,37.9731,2022,5,9,2,88.88,12.13,0,"Lexington"
-84.5378,37.9731,2022,5,9,3,91.24,11.26,0,"Lexington"
-84.5378,37.9731,2022,5,9,4,92.68,10.85,0,"Lexington"
-84.5378,37.9731,2022,5,9,5,94.12,10.52,0.02,"Lexington"
-84.5378,37.9731,2022,5,9,6,97.21,9.94,0.11,"Lexington"
-84.5378,37.9731,2022,5,9,7,100,9.57,0.16,"Lexington"
-84.5378,37.9731,2022,5,9,8,100,9.46,0.12,"Lexington"
-84.5378,37.9731,2022,5,9,9,100,9.46,0.06,"Lexington"
-84.5378,37.9731,2022,5,9,10,100,9.56,0.08,"Lexington"
-84.5378,37.9731,2022,5,9,11,94.94,11.13,0.06,"Lexington"
-84.5378,37.9731,2022,5,9,12,87.63,13.15,0.04,"Lexington"
-84.5378,37.9731,2022,5,9,13,78.06,15.85,0,"Lexington"
-84.5378,37.9731,2022,5,9,14,70.73,18.2,0,"Lexington"
-84.5378,37.9731,2022,5,9,15,66.52,19.98,0,"Lexington"
-84.5378,37.9731,2022,5,9,16,63.88,21.32,0,"Lexington"
-84.5378,37.9731,2022,5,9,17,61.78,22.39,0,"Lexington"
-84.5378,37.9731,2022,5,9,18,59.74,23.24,0,"Lexington"
-84.5378,37.9731,2022,5,9,19,58.21,23.75,0,"Lexington"
-84.5378,37.9731,2022,5,9,20,57.78,23.88,0,"Lexington"
-84.5378,37.9731,2022,5,9,21,59.07,23.66,0,"Lexington"
-84.5378,37.9731,2022,5,9,22,62.67,23.1,0,"Lexington"
-84.5378,37.9731,2022,5,9,23,75.75,21.34,0,"Lexington"
-84.5378,37.9731,2022,5,10,0,82.33,17.94,0,"Lexington"
-84.5378,37.9731,2022,5,10,1,81.71,16.64,0,"Lexington"
-84.5378,37.9731,2022,5,10,2,80.88,15.99,0,"Lexington"
-84.5378,37.9731,2022,5,10,3,82.59,15.11,0,"Lexington"
-84.5378,37.9731,2022,5,10,4,85.55,14.26,0,"Lexington"
-84.5378,37.9731,2022,5,10,5,88.49,13.48,0,"Lexington"
-84.5378,37.9731,2022,5,10,6,90.87,12.88,0.06,"Lexington"
-84.5378,37.9731,2022,5,10,7,94.01,12.42,0.06,"Lexington"
-84.5378,37.9731,2022,5,10,8,97.65,12.08,0.06,"Lexington"
-84.5378,37.9731,2022,5,10,9,99.66,11.87,0,"Lexington"
-84.5378,37.9731,2022,5,10,10,98.18,12.23,0.12,"Lexington"
-84.5378,37.9731,2022,5,10,11,93.06,13.5,9.82,"Lexington"
-84.5378,37.9731,2022,5,10,12,89.92,14.86,0,"Lexington"
-84.5378,37.9731,2022,5,10,13,84.85,17.21,0,"Lexington"
-84.5378,37.9731,2022,5,10,14,76.34,19.99,0.01,"Lexington"
-84.5378,37.9731,2022,5,10,15,70.72,21.75,0,"Lexington"
-84.5378,37.9731,2022,5,10,16,66.95,23.37,0,"Lexington"
-84.5378,37.9731,2022,5,10,17,64.55,24.75,0,"Lexington"
-84.5378,37.9731,2022,5,10,18,63.44,25.72,0,"Lexington"
-84.5378,37.9731,2022,5,10,19,63.04,26.36,0,"Lexington"
-84.5378,37.9731,2022,5,10,20,63.16,26.62,0,"Lexington"
-84.5378,37.9731,2022,5,10,21,64.07,26.52,0,"Lexington"
-84.5378,37.9731,2022,5,10,22,66.6,26.22,0,"Lexington"
-84.5378,37.9731,2022,5,10,23,72.23,25.45,0,"Lexington"
-84.5378,37.9731,2022,5,11,0,74.94,23.7,0,"Lexington"
-84.5378,37.9731,2022,5,11,1,78.48,22.32,0,"Lexington"
-84.5378,37.9731,2022,5,11,2,83.64,21.07,0,"Lexington"
-84.5378,37.9731,2022,5,11,3,87.12,20.05,0,"Lexington"
-84.5378,37.9731,2022,5,11,4,88.79,19.44,0,"Lexington"
-84.5378,37.9731,2022,5,11,5,89.97,19.05,0,"Lexington"
-84.5378,37.9731,2022,5,11,6,90.29,18.89,0,"Lexington"
-84.5378,37.9731,2022,5,11,7,89.67,18.94,0,"Lexington"
-84.5378,37.9731,2022,5,11,8,89.74,18.89,0,"Lexington"
-84.5378,37.9731,2022,5,11,9,89.99,18.77,0,"Lexington"
-84.5378,37.9731,2022,5,11,10,89.59,18.77,0.06,"Lexington"
-84.5378,37.9731,2022,5,11,11,90.51,19.53,0.18,"Lexington"
-84.5378,37.9731,2022,5,11,12,86.7,20.74,0,"Lexington"
-84.5378,37.9731,2022,5,11,13,78.65,23.36,0,"Lexington"
-84.5378,37.9731,2022,5,11,14,71.24,25.68,0,"Lexington"
-84.5378,37.9731,2022,5,11,15,67.9,26.73,0,"Lexington"
-84.5378,37.9731,2022,5,11,16,64.97,27.47,0,"Lexington"
-84.5378,37.9731,2022,5,11,17,62.49,27.88,0,"Lexington"
-84.5378,37.9731,2022,5,11,18,60,27.94,0,"Lexington"
-84.5378,37.9731,2022,5,11,19,57.42,27.71,0,"Lexington"
-84.5378,37.9731,2022,5,11,20,56.15,27.19,0,"Lexington"
-84.5378,37.9731,2022,5,11,21,55.14,26.66,0,"Lexington"
-84.5378,37.9731,2022,5,11,22,58.86,25.5,0,"Lexington"
-84.5378,37.9731,2022,5,11,23,73.1,23.25,0,"Lexington"
-84.5378,37.9731,2022,5,12,0,80.07,20.03,0,"Lexington"
-84.5378,37.9731,2022,5,12,1,81.43,18.55,0,"Lexington"
-84.5378,37.9731,2022,5,12,2,82.95,17.63,0,"Lexington"
-84.5378,37.9731,2022,5,12,3,84.83,16.64,0,"Lexington"
-84.5378,37.9731,2022,5,12,4,86.56,15.62,0,"Lexington"
-84.5378,37.9731,2022,5,12,5,87.74,14.68,0,"Lexington"
-84.5378,37.9731,2022,5,12,6,88.99,13.87,0,"Lexington"
-84.5378,37.9731,2022,5,12,7,90.99,13.15,0,"Lexington"
-84.5378,37.9731,2022,5,12,8,93.86,12.54,0,"Lexington"
-84.5378,37.9731,2022,5,12,9,97.32,12.01,0,"Lexington"
-84.5378,37.9731,2022,5,12,10,100,11.65,0,"Lexington"
-84.5378,37.9731,2022,5,12,11,92.39,13.63,0,"Lexington"
-84.5378,37.9731,2022,5,12,12,85.3,15.74,0,"Lexington"
-84.5378,37.9731,2022,5,12,13,79.49,18.56,0,"Lexington"
-84.5378,37.9731,2022,5,12,14,67.5,21.93,0,"Lexington"
-84.5378,37.9731,2022,5,12,15,57.31,24.05,0,"Lexington"
-84.5378,37.9731,2022,5,12,16,51.74,25.18,0,"Lexington"
-84.5378,37.9731,2022,5,12,17,50.37,25.78,0,"Lexington"
-84.5378,37.9731,2022,5,12,18,50.93,26.16,0,"Lexington"
-84.5378,37.9731,2022,5,12,19,52.78,26.34,0,"Lexington"
-84.5378,37.9731,2022,5,12,20,55.72,26.17,0,"Lexington"
-84.5378,37.9731,2022,5,12,21,57.7,25.89,0,"Lexington"
-84.5378,37.9731,2022,5,12,22,64.43,24.88,0,"Lexington"
-84.5378,37.9731,2022,5,12,23,76.66,23.06,0,"Lexington"
-84.5378,37.9731,2022,5,13,0,84.79,20.04,0,"Lexington"
-84.5378,37.9731,2022,5,13,1,86.43,18.79,0,"Lexington"
-84.5378,37.9731,2022,5,13,2,86.84,18.37,0,"Lexington"
-84.5378,37.9731,2022,5,13,3,87.72,18.1,0,"Lexington"
-84.5378,37.9731,2022,5,13,4,89.56,17.89,0,"Lexington"
-84.5378,37.9731,2022,5,13,5,92.4,17.42,0,"Lexington"
-84.5378,37.9731,2022,5,13,6,95.32,16.86,0,"Lexington"
-84.5378,37.9731,2022,5,13,7,98.61,16.18,0,"Lexington"
-84.5378,37.9731,2022,5,13,8,100,15.42,0,"Lexington"
-84.5378,37.9731,2022,5,13,9,100,14.78,0,"Lexington"
-84.5378,37.9731,2022,5,13,10,100,14.28,0,"Lexington"
-84.5378,37.9731,2022,5,13,11,95.47,15.91,0,"Lexington"
-84.5378,37.9731,2022,5,13,12,89.02,17.7,0.09,"Lexington"
-84.5378,37.9731,2022,5,13,13,76.83,20.43,0,"Lexington"
-84.5378,37.9731,2022,5,13,14,70.36,22.16,0,"Lexington"
-84.5378,37.9731,2022,5,13,15,65.81,23.57,0,"Lexington"
-84.5378,37.9731,2022,5,13,16,62.76,24.65,0,"Lexington"
-84.5378,37.9731,2022,5,13,17,60.62,25.45,0,"Lexington"
-84.5378,37.9731,2022,5,13,18,58.88,26,0,"Lexington"
-84.5378,37.9731,2022,5,13,19,57.68,26.29,0,"Lexington"
-84.5378,37.9731,2022,5,13,20,57.41,26.27,0.02,"Lexington"
-84.5378,37.9731,2022,5,13,21,58.59,26.01,0.02,"Lexington"
-84.5378,37.9731,2022,5,13,22,62.74,25.5,0.02,"Lexington"
-84.5378,37.9731,2022,5,13,23,70.17,24.22,0,"Lexington"
-84.5378,37.9731,2022,5,14,0,83.78,20.98,0,"Lexington"
-84.5378,37.9731,2022,5,14,1,84.97,19.51,0,"Lexington"
-84.5378,37.9731,2022,5,14,2,86.54,18.85,0,"Lexington"
-84.5378,37.9731,2022,5,14,3,88.68,18.25,0,"Lexington"
-84.5378,37.9731,2022,5,14,4,91.21,17.71,0,"Lexington"
-84.5378,37.9731,2022,5,14,5,93.75,17.06,0,"Lexington"
-84.5378,37.9731,2022,5,14,6,96.95,16.5,0,"Lexington"
-84.5378,37.9731,2022,5,14,7,100,16,0,"Lexington"
-84.5378,37.9731,2022,5,14,8,100,15.64,0.03,"Lexington"
-84.5378,37.9731,2022,5,14,9,100,15.4,0.23,"Lexington"
-84.5378,37.9731,2022,5,14,10,100,15.25,1.03,"Lexington"
-84.5378,37.9731,2022,5,14,11,96.02,17.14,1.24,"Lexington"
-84.5378,37.9731,2022,5,14,12,90.99,18.87,0.36,"Lexington"
-84.5378,37.9731,2022,5,14,13,83.62,21.18,2.63,"Lexington"
-84.5378,37.9731,2022,5,14,14,76.54,23.26,2.39,"Lexington"
-84.5378,37.9731,2022,5,14,15,72.48,24.42,1.67,"Lexington"
-84.5378,37.9731,2022,5,14,16,70.93,24.81,2.4,"Lexington"
-84.5378,37.9731,2022,5,14,17,71.35,24.74,3.9,"Lexington"
-84.5378,37.9731,2022,5,14,18,72.71,24.58,7.23,"Lexington"
-84.5378,37.9731,2022,5,14,19,73.55,24.52,12.36,"Lexington"
-84.5378,37.9731,2022,5,14,20,75.73,24.37,15.82,"Lexington"
-84.5378,37.9731,2022,5,14,21,78.89,23.82,15.13,"Lexington"
-84.5378,37.9731,2022,5,14,22,82.95,22.86,16.16,"Lexington"
-84.5378,37.9731,2022,5,14,23,91.34,21.52,16.17,"Lexington"
-84.5378,37.9731,2022,5,15,0,93.07,19.99,21.37,"Lexington"
-84.5378,37.9731,2022,5,15,1,93.81,19.21,16.93,"Lexington"
-84.5378,37.9731,2022,5,15,2,94.75,18.74,17.75,"Lexington"
-84.5378,37.9731,2022,5,15,3,96.26,18.23,15.8,"Lexington"
-84.5378,37.9731,2022,5,15,4,97.63,17.78,9.36,"Lexington"
-84.5378,37.9731,2022,5,15,5,98.16,17.48,4.73,"Lexington"
-84.5378,37.9731,2022,5,15,6,97.67,17.39,1.78,"Lexington"
-84.5378,37.9731,2022,5,15,7,97.88,17.14,2.28,"Lexington"
-84.5378,37.9731,2022,5,15,8,98.45,16.74,3.09,"Lexington"
-84.5378,37.9731,2022,5,15,9,98.98,16.33,3.34,"Lexington"
-84.5378,37.9731,2022,5,15,10,99.35,15.93,3.24,"Lexington"
-84.5378,37.9731,2022,5,15,11,97.98,17.09,2.84,"Lexington"
-84.5378,37.9731,2022,5,15,12,94.59,18.52,0.09,"Lexington"
-84.5378,37.9731,2022,5,15,13,86.13,20.47,0.06,"Lexington"
-84.5378,37.9731,2022,5,15,14,75.23,22.52,0.11,"Lexington"
-84.5378,37.9731,2022,5,15,15,66.83,24.34,0.17,"Lexington"
-84.5378,37.9731,2022,5,15,16,62.23,25.64,0.13,"Lexington"
-84.5378,37.9731,2022,5,15,17,59.63,26.48,0.1,"Lexington"
-84.5378,37.9731,2022,5,15,18,57.96,27,0.09,"Lexington"
-84.5378,37.9731,2022,5,15,19,57.24,27.2,0.05,"Lexington"
-84.5378,37.9731,2022,5,15,20,57.29,27.15,0.03,"Lexington"
-84.5378,37.9731,2022,5,15,21,58.2,26.9,0.01,"Lexington"
-84.5378,37.9731,2022,5,15,22,59.42,26.71,0.01,"Lexington"
-84.5378,37.9731,2022,5,15,23,63,25.58,0,"Lexington"
-84.5378,37.9731,2022,5,16,0,70.44,23.4,0,"Lexington"
-84.5378,37.9731,2022,5,16,1,69.33,22.5,0,"Lexington"
-84.5378,37.9731,2022,5,16,2,78.05,20.86,0,"Lexington"
-84.5378,37.9731,2022,5,16,3,84.27,19.25,0,"Lexington"
-84.5378,37.9731,2022,5,16,4,86.71,18.31,0,"Lexington"
-84.5378,37.9731,2022,5,16,5,88.73,17.52,0.03,"Lexington"
-84.5378,37.9731,2022,5,16,6,91.13,16.94,1.98,"Lexington"
-84.5378,37.9731,2022,5,16,7,93.44,16.86,19.84,"Lexington"
-84.5378,37.9731,2022,5,16,8,94.2,17.08,61.26,"Lexington"
-84.5378,37.9731,2022,5,16,9,96.13,17.32,25.51,"Lexington"
-84.5378,37.9731,2022,5,16,10,96.48,17.33,1.22,"Lexington"
-84.5378,37.9731,2022,5,16,11,92.96,16.5,0.09,"Lexington"
-84.5378,37.9731,2022,5,16,12,89.44,15.54,2.15,"Lexington"
-84.5378,37.9731,2022,5,16,13,83.49,16.07,0.24,"Lexington"
-84.5378,37.9731,2022,5,16,14,73.22,17.76,0.07,"Lexington"
-84.5378,37.9731,2022,5,16,15,63.72,19.46,0.02,"Lexington"
-84.5378,37.9731,2022,5,16,16,57.53,20.85,0.01,"Lexington"
-84.5378,37.9731,2022,5,16,17,54.37,21.95,0,"Lexington"
-84.5378,37.9731,2022,5,16,18,52.75,22.69,0,"Lexington"
-84.5378,37.9731,2022,5,16,19,52.08,23.05,0,"Lexington"
-84.5378,37.9731,2022,5,16,20,52.17,23.02,0.05,"Lexington"
-84.5378,37.9731,2022,5,16,21,53.03,22.75,0.02,"Lexington"
-84.5378,37.9731,2022,5,16,22,56.72,21.94,0.17,"Lexington"
-84.5378,37.9731,2022,5,16,23,68.96,20.57,0.06,"Lexington"
